Player,Year,Matches,Wins,Losses,Win%,Ace%,DF%,1stIn,1st%,2nd%,SPW%,RPW%,TPW%,DomRatio
Harel Levy,2000,30,13,17,0.43333333333333335,0.048658481127785355,0.030013642564802184,0.5575261482492042,0.7039151712887439,0,0.607094133697135,0.3792645104120514,0,0.9652808546251169
Wayne Black,2000,16,8,8,0.5,0.04643449419568822,0.02736318407960199,0.511608623548922,0.6839546191247974,0,0.6111111111111112,0.37258347978910367,0,0.958071805171981
Gustavo Kuerten,2000,74,57,17,0.7702702702702703,0.11869143514713135,0.028439914515863883,0.5367417392733849,0.7856049004594181,0,0.6717080387966464,0.3876175548589342,0,1.180709857890284
Patrick Rafter,2000,48,31,17,0.6458333333333334,0.08891820580474934,0.03746701846965699,0.6448548812664908,0.765139116202946,0,0.687862796833773,0.3664200051033427,0,1.1739068633488323
Kevin Kim,2000,7,2,5,0.2857142857142857,0.062370062370062374,0.04158004158004158,0.5550935550935551,0.6591760299625468,0,0.6008316008316008,0.37117117117117115,0,0.929861111111111
Fernando Vicente,2000,53,22,31,0.41509433962264153,0.03479409821625193,0.04272186743008148,0.6069147764809514,0.6669085631349783,0,0.5992072230786171,0.38706066711439446,0,0.9657376315200359
Daniel Vacek,2000,17,4,13,0.23529411764705882,0.05724197745013009,0.0745880312228968,0.5342584562012143,0.6558441558441559,0,0.5602775368603643,0.33421750663129973,0,0.7600646649820288
James Sekulov,2000,12,3,9,0.25,0.03555045871559633,0.04931192660550459,0.573394495412844,0.66,0,0.5642201834862385,0.32188295165394404,0,0.7386366680058926
Jean Rene Lisnard,2000,7,1,6,0.14285714285714285,0.037300177619893425,0.04440497335701599,0.5630550621669627,0.6403785488958991,0,0.5843694493783304,0.3490725126475548,0,0.8398624983785186
Wayne Ferreira,2000,60,39,21,0.65,0.09605488850771869,0.036211168286639984,0.5429769392033543,0.7535977535977536,0,0.650276348389556,0.382277081798084,0,1.0930832960188266
Sebastian Prieto,2000,3,1,2,0.3333333333333333,0.046762589928057555,0.05755395683453238,0.6187050359712231,0.7209302325581395,0,0.6258992805755396,0.3402777777777778,0,0.9095886752136753
Juan Ignacio Chela,2000,28,13,15,0.4642857142857143,0.07103123662815576,0.04150620453572957,0.5459991442019684,0.7021943573667712,0,0.6076166024818143,0.3692650334075724,0,0.9410822061870192
Tomas Zib,2000,17,5,12,0.29411764705882354,0.03302611367127496,0.030721966205837174,0.6152073732718893,0.6416978776529338,0,0.5768049155145929,0.36929133858267715,0,0.8726267202080683
Martin Rodriguez,2000,12,5,7,0.4166666666666667,0.09901960784313725,0.054901960784313725,0.5127450980392156,0.7648183556405354,0,0.634313725490196,0.3458725182863114,0,0.9458176103271785
Reginald Willems,2000,2,1,1,0.5,0.05434782608695652,0.010869565217391304,0.6630434782608695,0.7049180327868853,0,0.6195652173913043,0.42857142857142855,0,1.126530612244898
Herbert Wiltschnig,2000,3,1,2,0.3333333333333333,0.004672897196261682,0.03271028037383177,0.7523364485981309,0.5714285714285714,0,0.5560747663551402,0.41975308641975306,0,0.9455490578297595
Alex Lopez Moron,2000,10,1,9,0.1,0.01792573623559539,0.06914212548015365,0.5813060179257362,0.6541850220264317,0,0.5608194622279129,0.3599439775910364,0,0.8195808935819225
Jean Francois Bachelot,2000,2,1,1,0.5,0.05314009661835749,0.07246376811594203,0.5603864734299517,0.7586206896551724,0,0.6328502415458938,0.3465346534653465,0,0.9438509640437728
Brian Macphie,2000,2,1,1,0.5,0.18439716312056736,0.028368794326241134,0.574468085106383,0.7037037037037037,0,0.6524822695035462,0.3208955223880597,0,0.9233932378921719
Paradorn Srichaphan,2000,24,8,16,0.3333333333333333,0.07377049180327869,0.05225409836065574,0.5353483606557377,0.6842105263157895,0,0.5783811475409836,0.35841905793178125,0,0.850102066929328
Axel Pretzsch,2000,7,2,5,0.2857142857142857,0.09401709401709402,0.06495726495726496,0.5008547008547009,0.7542662116040956,0,0.5897435897435898,0.3689839572192513,0,0.8993983957219251
Mark Woodforde,2000,9,3,6,0.3333333333333333,0.0335195530726257,0.034916201117318434,0.5977653631284916,0.6822429906542056,0,0.6033519553072626,0.38992042440318303,0,0.9830388164530953
Richey Reneberg,2000,2,1,1,0.5,0.04065040650406504,0.008130081300813009,0.4878048780487805,0.6833333333333333,0,0.5934959349593496,0.408,0,1.00368
Jeff Salzenstein,2000,4,1,3,0.25,0.10355987055016182,0.06472491909385113,0.5469255663430421,0.7041420118343196,0,0.5922330097087378,0.30855018587360594,0,0.7566825986900335
Magnus Larsson,2000,18,12,6,0.6666666666666666,0.0823262839879154,0.03700906344410876,0.6246223564954683,0.7110036275695284,0,0.648036253776435,0.36384439359267734,0,1.0337553157010833
Andy Roddick,2000,9,4,5,0.4444444444444444,0.1281645569620253,0.0379746835443038,0.5585443037974683,0.7705382436260623,0,0.6566455696202531,0.312,0,0.9086820276497695
Cyril Saulnier,2000,18,4,14,0.2222222222222222,0.08231292517006802,0.04421768707482993,0.5210884353741496,0.7154046997389034,0,0.6115646258503401,0.3178294573643411,0,0.8182299515334175
Guillermo Canas,2000,14,3,11,0.21428571428571427,0.0547945205479452,0.057534246575342465,0.5424657534246575,0.6851851851851852,0,0.5753424657534246,0.3848101265822785,0,0.906165781951817
Jim Courier,2000,9,4,5,0.4444444444444444,0.07277289836888332,0.03136762860727729,0.6060225846925973,0.7308488612836439,0,0.6562107904642409,0.3337453646477132,0,0.9707848745409761
Xavier Malisse,2000,13,6,7,0.46153846153846156,0.073558648111332,0.032803180914512925,0.5556660039761432,0.6815742397137746,0,0.5984095427435387,0.4065934065934066,0,1.0124578391905124
Filip Dewulf,2000,4,1,3,0.25,0.04276315789473684,0.029605263157894735,0.6414473684210527,0.6564102564102564,0,0.6052631578947368,0.3436426116838488,0,0.870561282932417
Michal Tabara,2000,8,2,6,0.25,0.027881040892193308,0.055762081784386616,0.5687732342007435,0.6143790849673203,0,0.5483271375464684,0.40558292282430214,0,0.897957253001953
Todd Woodbridge,2000,10,4,6,0.4,0.025755879059350503,0.04703247480403135,0.6047032474804032,0.6666666666666666,0,0.5946248600223965,0.391353811149033,0,0.965411473359355
Julian Alonso,2000,12,4,8,0.3333333333333333,0.05644302449414271,0.06496272630457935,0.5729499467518637,0.6672862453531598,0,0.5750798722044729,0.3671970624235006,0,0.8641554927710954
Michael Kohlmann,2000,4,2,2,0.5,0.053003533568904596,0.04240282685512368,0.5901060070671378,0.7365269461077845,0,0.6113074204946997,0.33948339483394835,0,0.8733981885273399
Kristian Capalik,2000,2,1,1,0.5,0.07228915662650602,0.006024096385542169,0.5180722891566265,0.6976744186046512,0,0.5843373493975904,0.39634146341463417,0,0.953517143867091
Alex Obrien,2000,8,3,5,0.375,0.07801418439716312,0.032624113475177303,0.6581560283687943,0.7176724137931034,0,0.6468085106382979,0.3463143254520167,0,0.9805285118219751
Lorenzo Manta,2000,15,4,11,0.26666666666666666,0.09786184210526316,0.06743421052631579,0.5098684210526315,0.7387096774193549,0,0.615953947368421,0.32189973614775724,0,0.8381800410185712
Guillermo Coria,2000,7,3,4,0.42857142857142855,0.03927986906710311,0.03273322422258593,0.5433715220949263,0.6596385542168675,0,0.5941080196399345,0.40497076023391815,0,0.9977303810601774
Barry Cowan,2000,10,3,7,0.3,0.08135168961201501,0.05381727158948686,0.6120150187734669,0.7177914110429447,0,0.6207759699624531,0.3079896907216495,0,0.8121576332891022
Taylor Dent,2000,8,2,6,0.25,0.10862068965517241,0.07586206896551724,0.553448275862069,0.7570093457943925,0,0.6396551724137931,0.3333333333333333,0,0.9250398724082934
Lionel Roux,2000,7,3,4,0.42857142857142855,0.058426966292134834,0.04269662921348315,0.5370786516853933,0.7112970711297071,0,0.597752808988764,0.34977578475336324,0,0.8695543252248416
Sebastien Lareau,2000,14,4,10,0.2857142857142857,0.07854251012145749,0.04777327935222672,0.6161943319838057,0.6964520367936925,0,0.617004048582996,0.35938759065269943,0,0.938358719780304
Vladimir Voltchkov,2000,18,12,6,0.6666666666666666,0.08390732623669381,0.06762680025046963,0.5810895428929242,0.7543103448275862,0,0.6493425172197871,0.36168831168831167,0,1.0314575602968459
Simon Larose,2000,2,1,1,0.5,0.10294117647058823,0.051470588235294115,0.5955882352941176,0.654320987654321,0,0.5661764705882353,0.391304347826087,0,0.9019896831245394
Jan Kroslak,2000,15,5,10,0.3333333333333333,0.07242582897033159,0.06806282722513089,0.6055846422338569,0.7089337175792507,0,0.6029668411867365,0.3393708293612965,0,0.854766968017683
Neville Godwin,2000,7,3,4,0.42857142857142855,0.06051873198847262,0.06195965417867435,0.5345821325648416,0.7574123989218329,0,0.6268011527377522,0.36376811594202896,0,0.9747300095126181
Gouichi Motomura,2000,5,1,4,0.2,0.013793103448275862,0.05862068965517241,0.5241379310344828,0.5986842105263158,0,0.5241379310344828,0.3346153846153846,0,0.7031772575250836
Kevin Ullyett,2000,7,2,5,0.2857142857142857,0.07235621521335807,0.07792207792207792,0.5547309833024119,0.7090301003344481,0,0.5862708719851577,0.35589941972920697,0,0.8602232611392043
Ville Liukko,2000,4,2,2,0.5,0.03680981595092025,0.06441717791411043,0.48773006134969327,0.6666666666666666,0,0.6012269938650306,0.3610223642172524,0,0.9053330056524944
Ronald Agenor,2000,21,5,16,0.23809523809523808,0.0314913844325609,0.035056446821152706,0.6512180629827689,0.6231751824817519,0,0.5840760546642899,0.36774193548387096,0,0.8841566820276496
Salvador Navarro,2000,2,1,1,0.5,0.014084507042253521,0.007042253521126761,0.7253521126760564,0.6310679611650486,0,0.6408450704225352,0.37681159420289856,0,1.0491616936629726
Johan Ortegren,2000,2,1,1,0.5,0.06428571428571428,0.02857142857142857,0.5071428571428571,0.7464788732394366,0,0.5642857142857143,0.3359375,0,0.7710040983606558
Jonas Froberg,2000,2,1,1,0.5,0.07142857142857142,0.03571428571428571,0.6071428571428571,0.7764705882352941,0,0.6214285714285714,0.32116788321167883,0,0.8483679933893403
Mikhail Youzhny,2000,13,5,8,0.38461538461538464,0.041505791505791506,0.037644787644787646,0.5897683397683398,0.6693944353518821,0,0.6158301158301158,0.35311572700296734,0,0.9191655607413923
Lars Burgsmuller,2000,6,1,5,0.16666666666666666,0.028368794326241134,0.03309692671394799,0.5815602836879432,0.6097560975609756,0,0.5650118203309693,0.360381861575179,0,0.8284865622081561
Wolfgang Schranz,2000,2,1,1,0.5,0.014084507042253521,0.07746478873239436,0.5845070422535211,0.6867469879518072,0,0.5845070422535211,0.40860215053763443,0,0.9834153453617642
Marzio Martelli,2000,2,1,1,0.5,0.06626506024096386,0.006024096385542169,0.5060240963855421,0.6904761904761905,0,0.5662650602409639,0.4,0,0.9222222222222224
Roberto Carretero,2000,3,2,1,0.6666666666666666,0.07017543859649122,0.04824561403508772,0.5745614035087719,0.6946564885496184,0,0.6228070175438597,0.435,0,1.1532558139534885
German Puentes,2000,3,1,2,0.3333333333333333,0.01694915254237288,0.03389830508474576,0.6610169491525424,0.47435897435897434,0,0.4957627118644068,0.441747572815534,0,0.8760708166761851
Karsten Braasch,2000,3,2,1,0.6666666666666666,0.05223880597014925,0.0708955223880597,0.5223880597014925,0.7357142857142858,0,0.6082089552238806,0.38,0,0.969904761904762
Cristiano Caratti,2000,5,1,4,0.2,0.02557544757033248,0.017902813299232736,0.6751918158567775,0.6590909090909091,0,0.5959079283887468,0.35377358490566035,0,0.8754776689754
Andrei Cherkasov,2000,4,1,3,0.25,0.03508771929824561,0.04824561403508772,0.6008771929824561,0.6715328467153284,0,0.6271929824561403,0.39568345323741005,0,1.0613626745662292
Renzo Furlan,2000,7,3,4,0.42857142857142855,0.04681647940074907,0.024344569288389514,0.5337078651685393,0.656140350877193,0,0.5955056179775281,0.3387096774193548,0,0.8373655913978494
Attila Savolt,2000,8,3,5,0.375,0.0517503805175038,0.0684931506849315,0.5190258751902588,0.6862170087976539,0,0.5646879756468798,0.3561643835616438,0,0.8181818181818182
Andrei Stoliarov,2000,14,5,9,0.35714285714285715,0.05539906103286385,0.06009389671361502,0.4666666666666667,0.6559356136820925,0,0.5577464788732395,0.39072847682119205,0,0.8834943265702114
Ivo Heuberger,2000,5,1,4,0.2,0.09399477806788512,0.044386422976501305,0.45430809399477806,0.764367816091954,0,0.6031331592689295,0.3763157894736842,0,0.9482167590027701
Thierry Guardiola,2000,9,2,7,0.2222222222222222,0.03851444291609354,0.027510316368638238,0.5653370013755158,0.6520681265206812,0,0.5667125171939478,0.3823146944083225,0,0.8823580407455571
Jacobo Diaz,2000,11,1,10,0.09090909090909091,0.02857142857142857,0.04795918367346939,0.6,0.6190476190476191,0,0.5653061224489796,0.36238044633368754,0,0.8336451582324268
Mike Bryan,2000,3,1,2,0.3333333333333333,0.031496062992125984,0.023622047244094488,0.6811023622047244,0.653179190751445,0,0.610236220472441,0.3426294820717131,0,0.8790695802647994
Oscar Burrieza,2000,4,1,3,0.25,0.006514657980456026,0.013029315960912053,0.6416938110749185,0.7055837563451777,0,0.6612377850162866,0.34076433121019106,0,1.0059100930916216
Mariano Hood,2000,4,2,2,0.5,0.02464788732394366,0.007042253521126761,0.6584507042253521,0.7165775401069518,0,0.6338028169014085,0.3770491803278688,0,1.0296343001261035
Marcelo Charpentier,2000,4,1,3,0.25,0.018789144050104383,0.04175365344467641,0.7244258872651357,0.5936599423631124,0,0.5594989561586639,0.39663461538461536,0,0.9004169704702879
Werner Eschauer,2000,3,1,2,0.3333333333333333,0.014245014245014245,0.02564102564102564,0.7435897435897436,0.6130268199233716,0,0.6011396011396012,0.3415384615384615,0,0.8562857142857143
Martin Lee,2000,5,1,4,0.2,0.07239819004524888,0.033936651583710405,0.5701357466063348,0.746031746031746,0,0.5904977375565611,0.35268817204301073,0,0.8612606190221588
Justin Bower,2000,2,1,1,0.5,0.108,0.04,0.664,0.7530120481927711,0,0.668,0.25742574257425743,0,0.7753787426935466
Petr Kralert,2000,3,1,2,0.3333333333333333,0.057034220532319393,0.07604562737642585,0.6083650190114068,0.64375,0,0.5703422053231939,0.4053156146179402,0,0.9433451915444094
Hyung Taik Lee,2000,10,6,4,0.6,0.05667506297229219,0.036523929471032744,0.5743073047858942,0.6907894736842105,0,0.646095717884131,0.36926889714993805,0,1.0434146061816756
Jared Palmer,2000,4,2,2,0.5,0.04294478527607362,0.03680981595092025,0.6349693251533742,0.6618357487922706,0,0.6104294478527608,0.40066225165562913,0,1.0284716066120874
Michael Hill,2000,3,1,2,0.3333333333333333,0.14414414414414414,0.05855855855855856,0.5675675675675675,0.7857142857142857,0,0.6666666666666666,0.3048780487804878,0,0.9146341463414633
Grant Stafford,2000,2,1,1,0.5,0.06986899563318777,0.06550218340611354,0.5938864628820961,0.7867647058823529,0,0.6593886462882096,0.39846743295019155,0,1.1698595146871007
Lee Childs,2000,2,1,1,0.5,0.0364963503649635,0.0364963503649635,0.5547445255474452,0.7368421052631579,0,0.6277372262773723,0.336283185840708,0,0.903348950199549
Michael Russell,2000,7,1,6,0.14285714285714285,0.037267080745341616,0.06366459627329192,0.6428571428571429,0.6376811594202898,0,0.5745341614906833,0.3627287853577371,0,0.852545028359061
Razvan Sabau,2000,3,1,2,0.3333333333333333,0.05581395348837209,0.013953488372093023,0.6604651162790698,0.676056338028169,0,0.5953488372093023,0.37320574162679426,0,0.9222900511466755
Ramon Delgado,2000,4,3,1,0.75,0.07317073170731707,0.013937282229965157,0.5993031358885017,0.6976744186046512,0,0.6341463414634146,0.4161290322580645,0,1.1374193548387097
Jonathan Erlich,2000,2,1,1,0.5,0.07586206896551724,0.08275862068965517,0.46206896551724136,0.7761194029850746,0,0.6137931034482759,0.3712121212121212,0,0.9611742424242424
Jamie Delgado,2000,10,3,7,0.3,0.05868544600938967,0.04460093896713615,0.5,0.6807511737089202,0,0.5692488262910798,0.3420707732634338,0,0.7941261548241024
Dinu Pescariu,2000,2,1,1,0.5,0.015151515151515152,0.007575757575757576,0.696969696969697,0.6521739130434783,0,0.6212121212121212,0.3581081081081081,0,0.9454054054054054
Alejandro Hernandez,2000,2,1,1,0.5,0.044444444444444446,0.05925925925925926,0.5481481481481482,0.7432432432432432,0,0.6148148148148148,0.4397590361445783,0,1.141682113067655
loser_name,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0
Mark Nielsen,2000,1,0,1,0.0,0.014492753623188406,0.07246376811594203,0.6521739130434783,0.6222222222222222,0,0.5797101449275363,0.3,0,0.7137931034482758
Glenn Weiner,2000,1,0,1,0.0,0.109375,0.046875,0.640625,0.5853658536585366,0,0.578125,0.3333333333333333,0,0.7901234567901234
Francisco Costa,2000,2,0,2,0.0,0.07547169811320754,0.009433962264150943,0.5471698113207547,0.7068965517241379,0,0.6226415094339622,0.24778761061946902,0,0.6566371681415929
Juan Giner,2000,1,0,1,0.0,0.0,0.028169014084507043,0.647887323943662,0.4782608695652174,0,0.49295774647887325,0.35135135135135137,0,0.692942942942943
Scott Humphries,2000,4,0,4,0.0,0.05802047781569966,0.034129692832764506,0.5870307167235495,0.6686046511627907,0,0.5597269624573379,0.34965034965034963,0,0.7941670732368407
Jurgen Melzer,2000,3,0,3,0.0,0.06506849315068493,0.030821917808219176,0.5684931506849316,0.6746987951807228,0,0.6095890410958904,0.32978723404255317,0,0.8447181784247852
Andy Fahlke,2000,1,0,1,0.0,0.058823529411764705,0.08823529411764706,0.6323529411764706,0.6511627906976745,0,0.5588235294117647,0.27586206896551724,0,0.6252873563218391
Oliver Gross,2000,2,0,2,0.0,0.009259259259259259,0.018518518518518517,0.6574074074074074,0.6197183098591549,0,0.5555555555555556,0.25,0,0.5625
Alex Witt,2000,1,0,1,0.0,0.08247422680412371,0.041237113402061855,0.5154639175257731,0.64,0,0.5979381443298969,0.2714285714285714,0,0.675091575091575
Lucas Arnold Ker,2000,1,0,1,0.0,0.03636363636363636,0.0,0.5272727272727272,0.5862068965517241,0,0.43636363636363634,0.3076923076923077,0,0.5459057071960297
Jim Thomas,2000,1,0,1,0.0,0.06666666666666667,0.03333333333333333,0.5666666666666667,0.5882352941176471,0,0.5666666666666667,0.3114754098360656,0,0.7187894073139974
Jeff Morrison,2000,1,0,1,0.0,0.17647058823529413,0.1568627450980392,0.5294117647058824,0.6296296296296297,0,0.49019607843137253,0.22727272727272727,0,0.44580419580419584
Marcos Ondruska,2000,5,0,5,0.0,0.05263157894736842,0.06315789473684211,0.5947368421052631,0.6637168141592921,0,0.5578947368421052,0.340153452685422,0,0.7693947144075021
Nicklas Kulti,2000,5,0,5,0.0,0.09975669099756691,0.06326034063260341,0.5060827250608273,0.7067307692307693,0,0.5620437956204379,0.3276699029126214,0,0.7481796116504854
Timo Fleischfresser,2000,1,0,1,0.0,0.0,0.0196078431372549,0.4117647058823529,0.42857142857142855,0,0.39215686274509803,0.38,0,0.6251612903225806
Nicklas Timfjord,2000,1,0,1,0.0,0.047619047619047616,0.023809523809523808,0.5476190476190477,0.5869565217391305,0,0.5119047619047619,0.4074074074074074,0,0.8346883468834687
